省市,地市,区县,SITENAME,macroEnbId,站址,站型,厂家,设备类型,Lon,Lat,传输带宽,传输IP配置,Cell,ECI,PCI,TAC,EARFCN,Azimuth,ANT_BEAM_WIDTH,预制电下倾,机械下倾角,挂高,PA,PB,RsPower,合路方式,单双路,原有室分系统,CellClass,通过时间,接入网优平台信息是否准确,录入资管平台信息是否准确,MRR是否可以开启,站间距,RRU数,批次,报告顺序
北京,北京市,西城,501247,501247,北京市,室分,中兴,,116.33982,39.909495,,,128319363,128319363,486,4124,38950,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,房山,505184,505184,北京市,宏站,中兴,,116.156032,39.720442,,,129327237,129327237,299,4113,38098,280,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,海淀,78332,78332,北京市,宏站,中兴,,116.280231,40.039051,,,20052997,20052997,393,4530,38544,180,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,朝阳,81323,81323,北京市,宏站,华为,,116.582909,39.906216,,,20818700,20818700,128,4258,37900,140,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,丰台,504404,504404,北京市,宏站,华为,,116.449117,39.852774,,,129127556,129127556,88,4293,37900,100,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,海淀,70424,70424,北京市,宏站,中兴,,116.258896,39.916614,,,18028547,18028547,356,4314,38400,270,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,朝阳,81045,81045,北京市,宏站,华为,,116.568055,39.986388,,,20747521,20747521,255,4218,38400,20,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,朝阳,81311,81311,北京市,宏站,华为,,116.617383,39.960232,,,20815619,20815619,100,4218,38400,300,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,通州,79583,79583,北京市,宏站,华为,,116.681377,39.939823,,,20373251,20373251,173,4226,38400,300,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,朝阳,73529,73529,北京市,宏站,华为,,116.474722,39.813611,,,18823436,18823436,232,4392,38400,180,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,6
北京,北京市,海淀,497958,497958,北京市,宏站,中兴,,116.297124,39.957841,,,127477389,127477389,207,4173,38400,150,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,顺义,81431,81431,北京市,宏站,华为,,116.507222,40.222222,,,20846389,20846389,283,4378,1400,220,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,朝阳,96589,96589,北京市,室分,华为,,116.467528,39.947222,,,24726806,24726806,341,4335,39292,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,朝阳,75643,75643,北京市,宏站,华为,,116.457222,40.014166,,,19364613,19364613,192,4245,38098,120,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,朝阳,498911,498911,北京市,宏站,华为,,116.431852,39.836782,,,127721354,127721354,345,4293,40936,120,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,5
北京,北京市,昌平,70474,70474,北京市,宏站,中兴,,116.277218,40.186911,,,18041347,18041347,359,4167,38400,300,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,海淀,506901,506901,北京市,宏站,中兴,,116.337802,40.042162,,,129766788,129766788,379,4530,38400,170,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,通州,95879,95879,北京市,宏站,华为,,116.703814,39.919615,,,24545035,24545035,44,4265,37900,180,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,朝阳,73781,73781,北京市,宏站,华为,,116.536134,39.906468,,,18887988,18887988,322,4425,1400,180,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,8
北京,北京市,顺义,499862,499862,北京市,室分,华为,,116.542124,40.068711,,,127964815,127964815,22,4247,39148,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,5
北京,北京市,西城,506155,506155,北京市,室分,中兴,,116.337751,39.938421,,,129575824,129575824,417,4190,39148,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,6
北京,北京市,房山,67516,67516,北京市,室分,中兴,,116.132774,39.733571,,,17284108,17284108,29,4113,39148,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,海淀,70266,70266,北京市,宏站,中兴,,116.319364,39.976407,,,17988109,17988109,83,4192,38400,340,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,东城,73036,73036,北京市,宏站,华为,,116.421011,39.920371,,,18697229,18697229,113,4288,38400,300,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,6
北京,北京市,怀柔,75527,75527,北京市,宏站,华为,,116.659091,40.283724,,,19334916,19334916,111,4352,38544,30,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,延庆,497737,497737,北京市,宏站,中兴,,115.984931,40.472331,,,127420815,127420815,125,4143,38400,280,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,6
北京,北京市,昌平,80721,80721,北京市,宏站,中兴,,116.3802795,40.2423897,,,20664577,20664577,267,4167,38400,45,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,东城,80293,80293,北京市,宏站,华为,,116.405556,39.948334,,,20555010,20555010,232,4346,37900,180,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,丰台,79365,79365,北京市,宏站,中兴,,116.281621,39.876341,,,20317442,20317442,23,4184,37900,170,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,朝阳,73181,73181,北京市,宏站,华为,,116.472091,39.917762,,,18734339,18734339,105,4277,37900,330,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,丰台,497399,497399,北京市,宏站,中兴,,116.141298,39.807086,,,127334277,127334277,410,4496,38400,260,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,怀柔,75525,75525,北京市,宏站,华为,,116.642112,40.317701,,,19334413,19334413,323,4378,38400,300,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,顺义,93319,93319,北京市,宏站,华为,,116.758561,40.195978,,,23889665,23889665,47,4352,38400,30,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,昌平,71120,71120,北京市,宏站,中兴,,116.023811,40.180507,,,18206721,18206721,351,4304,38400,60,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,朝阳,98785,98785,北京市,宏站,华为,,116.482414,39.904495,,,25288966,25288966,281,4433,38098,60,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,顺义,75692,75692,北京市,宏站,华为,,116.822044,40.152545,,,19377153,19377153,24,4226,38400,30,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,海淀,78630,78630,北京市,宏站,中兴,,116.323611,40.047341,,,20129284,20129284,114,4530,38544,60,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,昌平,71414,71414,北京市,宏站,中兴,,116.213058,40.163833,,,18281997,18281997,329,4167,37900,320,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,海淀,498032,498032,北京市,宏站,中兴,,116.331131,40.057851,,,127496329,127496329,66,4530,40936,120,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,5
北京,北京市,怀柔,75181,75181,北京市,宏站,华为,,116.640049,40.309291,,,19246389,19246389,105,4378,1400,280,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,6
北京,北京市,昌平,505153,505153,北京市,宏站,中兴,,116.361831,40.105208,,,129319299,129319299,39,4590,38400,30,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,朝阳,93226,93226,北京市,宏站,华为,,116.495875,39.970899,,,23865868,23865868,303,4257,38400,245,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,6
北京,北京市,朝阳,498767,498767,北京市,宏站,华为,,116.588851,39.903217,,,127684493,127684493,362,4425,37900,100,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,海淀,79082,79082,北京市,宏站,中兴,,116.322353,39.896349,,,20244997,20244997,197,4132,38098,250,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,顺义,500683,500683,北京市,室分,华为,,116.737999,40.195847,,,128174979,128174979,0,4352,38950,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,朝阳,502759,502759,北京市,室分,华为,,116.415815,39.988399,,,128706445,128706445,68,4233,39148,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,顺义,80913,80913,北京市,宏站,华为,,116.584378,40.118925,,,20713731,20713731,47,4427,38400,340,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,大兴,504624,504624,北京市,宏站,华为,,116.397758,39.494821,,,129183876,129183876,14,4302,38400,150,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,丰台,74110,74110,北京市,宏站,华为,,116.422554,39.847103,,,18972171,18972171,278,4293,38400,30,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,5
北京,北京市,昌平,70952,70952,北京市,宏站,中兴,,116.31986,40.12224,,,18163723,18163723,435,4590,38400,30,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,怀柔,75180,75180,北京市,宏站,华为,,116.623757,40.319299,,,19246092,19246092,35,4378,38400,185,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,顺义,495684,495684,北京市,宏站,华为,,116.719722,40.086111,,,126895235,126895235,52,4427,38400,160,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,昌平,70661,70661,北京市,宏站,中兴,,116.246716,40.21247,,,18089227,18089227,231,4166,38400,60,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,6
北京,北京市,通州,73882,73882,北京市,宏站,华为,,116.645329,39.917671,,,18913798,18913798,50,4256,38098,330,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,朝阳,496286,496286,北京市,宏站,华为,,116.533592,39.871544,,,127049349,127049349,324,4394,37900,270,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,朝阳,500032,500032,北京市,室分,华为,,116.615551,39.917501,,,128008323,128008323,22,4256,38950,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,朝阳,94812,94812,北京市,室分,华为,,116.515872,39.918946,,,24271873,24271873,379,4277,38950,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,朝阳,495981,495981,北京市,宏站,华为,,116.445122,39.950131,,,126971267,126971267,386,4263,37900,60,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,朝阳,496305,496305,北京市,宏站,华为,,116.397372,39.996302,,,127054211,127054211,267,4234,37900,90,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,朝阳,496271,496271,北京市,宏站,华为,,116.462762,39.923374,,,127045507,127045507,231,4278,37900,45,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,石景山,72104,72104,北京市,宏站,中兴,,116.214061,39.888251,,,18458635,18458635,147,4461,38400,65,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,5
北京,北京市,丰台,496891,496891,北京市,宏站,华为,,116.430376,39.855871,,,127204227,127204227,279,4290,37900,45,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,海淀,71001,71001,北京市,宏站,中兴,,116.288951,39.941411,,,18176269,18176269,267,4562,38400,300,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,6
北京,北京市,大兴,78852,78852,北京市,宏站,华为,,116.412511,39.573887,,,20186124,20186124,323,4302,37900,80,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,朝阳,498776,498776,北京市,宏站,华为,,116.471605,39.927413,,,127686790,127686790,26,4277,38098,135,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,大兴,93517,93517,北京市,宏站,华为,,116.324569,39.742403,,,23940356,23940356,331,4146,38098,65,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,朝阳,73511,73511,北京市,宏站,华为,,116.498888,39.872501,,,18818829,18818829,158,4438,38400,270,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,6
北京,北京市,平谷,496798,496798,北京市,宏站,华为,,117.126882,40.135796,,,127180429,127180429,166,4353,38400,100,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,通州,80179,80179,北京市,宏站,华为,,116.783752,39.672057,,,20525827,20525827,6,4280,38400,240,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,丰台,95964,95964,北京市,宏站,华为,,116.399352,39.840051,,,24566785,24566785,125,4293,38098,30,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,石景山,502190,502190,北京市,室分,中兴,,116.183739,39.922253,,,128560771,128560771,306,4116,38950,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,通州,80174,80174,北京市,宏站,华为,,116.637501,39.909166,,,20524548,20524548,222,4256,38098,30,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,朝阳,496188,496188,北京市,宏站,华为,,116.470445,39.892402,,,127024261,127024261,338,4438,37900,330,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,朝阳,496390,496390,北京市,宏站,华为,,116.416542,39.960873,,,127075974,127075974,12,4203,38098,270,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,门头沟,498223,498223,北京市,宏站,中兴,,115.998171,39.908025,,,127545221,127545221,158,4148,38400,230,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,怀柔,98658,98658,北京市,宏站,华为,,116.610879,40.289151,,,25256451,25256451,14,4378,38400,330,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,房山,497653,497653,北京市,宏站,中兴,,116.020427,39.701006,,,127399300,127399300,337,4308,38400,120,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,朝阳,81407,81407,北京市,宏站,华为,,116.508623,39.911787,,,20840203,20840203,5,4433,38400,60,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,朝阳,73956,73956,北京市,宏站,华为,,116.566521,39.909222,,,18932742,18932742,277,4425,38098,250,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,朝阳,495924,495924,北京市,宏站,华为,,116.410371,39.993741,,,126956679,126956679,405,4234,38098,5,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,朝阳,496004,496004,北京市,宏站,华为,,116.521944,39.963612,,,126977158,126977158,107,4257,38098,100,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,通州,496718,496718,北京市,宏站,华为,,116.654991,39.877091,,,127159941,127159941,112,4259,37900,270,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,丰台,98237,98237,北京市,宏站,中兴,,116.186591,39.838952,,,25148675,25148675,422,4461,38400,280,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,朝阳,498751,498751,北京市,宏站,华为,,116.453079,39.885754,,,127680391,127680391,10,4284,38098,200,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,密云,496604,496604,北京市,宏站,华为,,116.816222,40.489227,,,127130756,127130756,2,4377,38400,215,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,大兴,78848,78848,北京市,宏站,华为,,116.313327,39.675721,,,20185104,20185104,120,4302,38098,300,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,朝阳,496277,496277,北京市,宏站,华为,,116.441634,39.910343,,,127047053,127047053,324,4282,38400,8,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,5
北京,北京市,东城,499153,499153,北京市,宏站,华为,,116.400855,39.939806,,,127783301,127783301,182,4346,37900,315,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,延庆,505206,505206,北京市,宏站,中兴,,116.098395,40.490418,,,129332869,129332869,353,4469,38400,310,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,大兴,497491,497491,北京市,宏站,华为,,116.339236,39.778091,,,127357827,127357827,172,4463,37900,45,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,丰台,79315,79315,北京市,宏站,中兴,,116.313401,39.839331,,,20304651,20304651,12,4585,38400,60,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,5
北京,北京市,朝阳,495801,495801,北京市,宏站,华为,,116.490593,39.964085,,,126925190,126925190,368,4335,38098,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,海淀,70000,70000,北京市,宏站,中兴,,116.305857,39.986772,,,17920013,17920013,302,4566,38400,330,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,8
北京,北京市,大兴,497423,497423,北京市,宏站,华为,,116.519137,39.770393,,,127340419,127340419,303,4241,37900,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,通州,496989,496989,北京市,宏站,华为,,116.625785,39.914115,,,127229315,127229315,194,4256,37900,260,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,石景山,79129,79129,北京市,宏站,中兴,,116.181302,39.902441,,,20257041,20257041,9,4116,40936,120,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,6
北京,北京市,朝阳,496383,496383,北京市,宏站,华为,,116.526031,39.973431,,,127074179,127074179,356,4257,38400,60,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,丰台,93900,93900,北京市,宏站,中兴,,116.29344,39.81002,,,24038412,24038412,379,4461,38400,200,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,6
北京,北京市,怀柔,74965,74965,北京市,宏站,华为,,116.620833,40.315001,,,19191051,19191051,109,4378,38400,60,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,朝阳,500138,500138,北京市,室分,华为,,116.505791,39.845917,,,128035469,128035469,4,4388,39148,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,昌平,80706,80706,北京市,宏站,中兴,,116.401791,40.046591,,,20660747,20660747,346,4417,37900,10,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,密云,496545,496545,北京市,宏站,华为,,117.275894,40.621819,,,127115653,127115653,8,4377,38400,220,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,东城,500844,500844,北京市,室分,华为,,116.436518,39.946637,,,128216196,128216196,253,4335,38950,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,朝阳,496020,496020,北京市,宏站,华为,,116.461243,39.918273,,,126981256,126981256,145,4278,38098,300,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,顺义,499713,499713,北京市,室分,华为,,116.510295,40.212292,,,127926660,127926660,9,4378,38950,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,东城,496817,496817,北京市,宏站,华为,,116.417266,39.938892,,,127185283,127185283,392,4203,37900,270,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,丰台,79332,79332,北京市,宏站,中兴,,116.384346,39.813942,,,20309003,20309003,317,4463,38400,60,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,5
北京,北京市,朝阳,73522,73522,北京市,宏站,华为,,116.471464,39.829532,,,18821645,18821645,126,4392,38400,260,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,6
北京,北京市,通州,95900,95900,北京市,宏站,华为,,116.786084,39.856691,,,24550401,24550401,0,4280,38400,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,朝阳,496009,496009,北京市,宏站,华为,,116.444464,39.885917,,,126978445,126978445,39,4284,38400,30,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,5
北京,北京市,大兴,501378,501378,北京市,室分,华为,,116.309247,39.522022,,,128352899,128352899,9,4302,38950,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,房山,497627,497627,北京市,宏站,中兴,,116.095526,39.644988,,,127392658,127392658,356,4306,38098,340,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,朝阳,496163,496163,北京市,宏站,华为,,116.408532,39.972123,,,127017864,127017864,269,4233,38098,300,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,东城,496828,496828,北京市,宏站,华为,,116.412732,39.940755,,,127188104,127188104,301,4203,38098,315,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,西城,497586,497586,北京市,宏站,中兴,,116.385217,39.872451,,,127382149,127382149,482,4111,37900,270,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,大兴,501000,501000,北京市,室分,华为,,116.279859,39.670593,,,128256131,128256131,0,4556,38950,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,顺义,93489,93489,北京市,宏站,华为,,116.722291,40.137251,,,23933196,23933196,188,4352,38400,180,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,大兴,72844,72844,北京市,宏站,华为,,116.342651,39.790719,,,18648075,18648075,243,4463,38400,80,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,5
北京,北京市,大兴,73590,73590,北京市,宏站,华为,,116.414259,39.784734,,,18839052,18839052,172,4392,38400,180,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,6
北京,北京市,丰台,499214,499214,北京市,宏站,中兴,,116.186067,39.851402,,,127798915,127798915,300,4461,38400,40,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,海淀,504855,504855,北京市,宏站,中兴,,116.331359,39.991979,,,129243013,129243013,198,4318,40936,350,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,丰台,98028,98028,北京市,宏站,中兴,,116.360221,39.804051,,,25095180,25095180,337,4463,38400,190,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,大兴,79419,79419,北京市,宏站,华为,,116.502492,39.786931,,,20331276,20331276,378,4392,38400,300,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,平谷,496781,496781,北京市,宏站,华为,,117.335543,40.174038,,,127176067,127176067,226,4353,38400,60,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,通州,496641,496641,北京市,宏站,华为,,116.646028,39.878502,,,127140230,127140230,13,4259,38098,30,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,通州,80512,80512,北京市,宏站,华为,,116.727684,39.881927,,,20611076,20611076,372,4259,38098,150,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,海淀,70496,70496,北京市,宏站,中兴,,116.211261,39.961601,,,18046987,18046987,66,4316,38400,60,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,通州,73896,73896,北京市,宏站,华为,,116.633028,39.908086,,,18917387,18917387,261,4256,38400,45,65,6,14,41,-3,1,12,新建,单路,,,2018-02-24,,,,,1,1,3
北京,北京市,朝阳,496337,496337,北京市,宏站,华为,,116.463552,39.912693,,,127062406,127062406,249,4282,38098,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,门头沟,70809,70809,北京市,宏站,中兴,,116.121073,39.894878,,,18127109,18127109,472,4148,38098,120,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,大兴,496832,496832,北京市,宏站,华为,,116.511298,39.780763,,,127189124,127189124,283,4242,37900,225,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,丰台,71831,71831,北京市,宏站,中兴,,116.282301,39.847931,,,18388742,18388742,17,4189,38098,280,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,东城,496826,496826,北京市,宏站,华为,,116.410542,39.959962,,,127187587,127187587,115,4203,37900,80,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,顺义,75025,75025,北京市,宏站,华为,,116.585555,40.063333,,,19206413,19206413,210,4264,38400,180,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,通州,496959,496959,北京市,宏站,华为,,116.758331,39.930368,,,127221635,127221635,13,4265,38355,60,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,昌平,502399,502399,北京市,室分,中兴,,116.400516,40.064486,,,128614275,128614275,93,4417,38950,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,西城,73757,73757,北京市,宏站,华为,,116.385277,39.920277,,,18881805,18881805,202,4213,38400,300,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,8
北京,北京市,朝阳,496374,496374,北京市,宏站,华为,,116.472101,39.979424,,,127071880,127071880,277,4421,38098,300,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,4
北京,北京市,延庆,505208,505208,北京市,宏站,中兴,,116.034361,40.485275,,,129333380,129333380,409,4143,38400,160,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,2
北京,北京市,大兴,74323,74323,北京市,宏站,华为,,116.417402,39.809267,,,19026699,19026699,349,4395,38400,40,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,5
北京,北京市,朝阳,73722,73722,北京市,宏站,华为,,116.499673,39.890964,,,18872843,18872843,147,4425,38400,60,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,5
北京,北京市,海淀,91265,91265,北京市,宏站,中兴,,116.334631,39.987661,,,23363853,23363853,435,4318,38400,345,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,5
北京,北京市,房山,498555,498555,北京市,宏站,中兴,,116.096709,39.725411,,,127630211,127630211,30,4113,37900,40,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,朝阳,496187,496187,北京市,宏站,华为,,116.538192,39.896828,,,127024003,127024003,121,4425,37900,50,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
北京,北京市,通州,80550,80550,北京市,宏站,华为,,116.629313,39.887441,,,20620811,20620811,130,4259,38400,10,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,3
北京,北京市,海淀,92406,92406,北京市,室分,中兴,,116.315803,40.022154,,,23655959,23655959,290,4544,39292,0,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,8
北京,北京市,东城,504359,504359,北京市,宏站,华为,,116.400212,39.933686,,,129116035,129116035,102,4288,40936,350,65,6,14,41,-3,1,12,新建,单路,,,,,,,,1,1,1
