LAC,CellName,CellId,BSIC,BCCH,stationtype,Longitude,Latitude,Azimuth,High
4420,MOTO大厦NG1,52364,51,32,1,116.477931,40.006421,55,
4420,MOTO大厦NG2,52365,52,23,1,116.477931,40.006421,215,
4420,MOTO大厦NG3,52366,48,29,1,116.477931,40.006421,310,
4420,MOTO大厦DCSND1,15457,47,528,1,116.477931,40.006421,55,
4420,MOTO大厦DCSND2,15458,23,523,1,116.477931,40.006421,215,
4420,MOTO大厦DCSND3,15459,57,526,1,116.477931,40.006421,310,
4277,昌平发电站NG0,40,34,22,0,115.975394,40.121486,0,
4370,T3D东北GNG1,52141,41,25,1,116.610341,40.066871,10,
4370,T3D东北GNG2,52142,40,34,1,116.610341,40.066871,170,
4370,T3D东北GDCSND1,15334,50,520,1,116.610341,40.066871,10,
4370,T3D东北GDCSND2,15335,55,532,1,116.610341,40.066871,170,
4445,T3D东北漫AGNG1,52808,33,29,1,116.610341,40.066871,10,
4445,T3D东北漫AGNG2,52268,57,20,1,116.610341,40.066871,170,
4445,T3D东北漫AGDCSND1,13055,59,536,1,116.610341,40.066871,10,
4445,T3D东北漫AGDCSND2,13053,16,534,1,116.610341,40.066871,170,
4446,T3D东北漫BGNG1,52809,31,39,1,116.610341,40.066871,10,
4446,T3D东北漫BGNG2,52269,50,36,1,116.610341,40.066871,170,
4446,T3D东北漫BGDCSND1,13056,40,523,1,116.610341,40.066871,10,
4446,T3D东北漫BGDCSND2,13054,62,530,1,116.610341,40.066871,170,
4251,T3D西GNG2,52138,22,33,1,116.604281,40.065441,190,
4251,T3D西GNG3,52139,61,24,1,116.604281,40.065441,350,
4251,T3D西GDCSND2,15332,18,521,1,116.604281,40.065441,190,
4251,T3D西GDCSND3,15333,15,534,1,116.604281,40.065441,350,
4445,T3D西漫AGNG3,52034,28,36,1,116.604281,40.065441,350,
4445,T3D西漫AGDCSND2,13051,63,523,1,116.604281,40.065441,190,
4445,T3D西漫AGDCSND3,12892,16,526,1,116.604281,40.065441,350,
4446,T3D西漫BGNG3,52035,53,29,1,116.604281,40.065441,350,
4446,T3D西漫BGDCSND2,13052,54,519,1,116.604281,40.065441,190,
4446,T3D西漫BGDCSND3,12893,52,530,1,116.604281,40.065441,350,
4370,T3停车楼东DCSGND1,13834,61,523,1,116.6134454,40.05277942,70,
4370,T3停车楼东DCSGND2,13835,47,513,1,116.6134454,40.05277942,190,
4370,T3停车楼东DCSGND3,13836,56,520,1,116.6134454,40.05277942,300,
4370,T3停车楼东GNG1,53941,55,22,1,116.6134454,40.05277942,60,
4370,T3停车楼东GNG2,53942,23,27,1,116.6134454,40.05277942,180,
4370,T3停车楼东GNG3,53943,30,25,1,116.6134454,40.05277942,310,
4370,T3停车楼南DCSGND1,13831,10,528,1,116.6102552,40.04499648,70,
4370,T3停车楼南DCSGND2,13832,22,520,1,116.6102552,40.04499648,190,
4370,T3停车楼南DCSGND3,13833,54,535,1,116.6102552,40.04499648,300,
4370,T3停车楼南GNG1,53937,55,24,1,116.6102552,40.04499648,70,
4370,T3停车楼南GNG2,53938,13,35,1,116.6102552,40.04499648,190,
4370,T3停车楼南GNG3,53939,10,31,1,116.6102552,40.04499648,300,
4370,T3停车楼西DCSGND1,13837,9,525,1,116.6058611,40.05088889,70,
4370,T3停车楼西DCSGND2,13838,8,517,1,116.6058611,40.05088889,190,
4370,T3停车楼西DCSGND3,13839,8,513,1,116.6058611,40.05088889,300,
4370,T3停车楼西GNG1,53944,10,37,1,116.6058611,40.05088889,70,
4370,T3停车楼西GNG2,53945,58,39,1,116.6058611,40.05088889,190,
4370,T3停车楼西GNG3,53946,43,29,1,116.6058611,40.05088889,300,
4276,爱地大厦NG1,5333,9,27,1,116.418461,39.957311,70,
4276,爱地大厦NG2,5334,38,22,1,116.418461,39.957311,180,
4276,爱地大厦NG3,5335,27,40,1,116.418461,39.957311,285,
4276,爱地大厦DCSND1,10644,38,528,1,116.418461,39.957311,70,
4276,爱地大厦DCSND2,10645,56,526,1,116.418461,39.957311,175,
4276,爱地大厦DCSND3,10646,40,530,1,116.418461,39.957311,295,
4294,安德里NG1,1738,55,32,1,116.380459,39.948438,60,
4294,安德里NG3,1740,51,34,1,116.380459,39.948438,320,
4294,安德里DCSND1,10637,33,519,1,116.380459,39.948438,60,
4294,安德里DCSND3,10639,53,531,1,116.380459,39.948438,320,
4294,安德路东侧NG1,5143,17,30,1,116.395001,39.94972222,60,
4294,安德路东侧NG2,5144,46,36,1,116.395001,39.94972222,180,
4294,安德路东侧NG3,5145,57,27,1,116.395001,39.94972222,300,
4294,安德路东侧DCSND1,10181,11,527,1,116.395001,39.94972222,60,
4294,安德路东侧DCSND2,10182,63,515,1,116.395001,39.94972222,180,
4294,安德路东侧DCSND3,10183,10,530,1,116.395001,39.94972222,300,
4346,安定门桥西北GNG1,40014,39,28,1,116.401511,39.948261,30,
4346,安定门桥西北GNG2,40015,9,25,1,116.401511,39.948261,130,
4346,安定门桥西北GNG3,40016,28,39,1,116.401511,39.948261,245,
4346,安定门桥西北GDCSND1,13484,12,521,1,116.401511,39.948261,30,
4346,安定门桥西北GDCSND2,13485,16,523,1,116.401511,39.948261,130,
4346,安定门桥西北GDCSND3,13486,28,534,1,116.401511,39.948261,245,
4235,安华里技校NG1,9797,42,39,1,116.3991667,39.96194444,60,
4235,安华里技校NG2,9798,37,37,1,116.3991667,39.96194444,180,
4235,安华里技校NG3,9799,62,20,1,116.3991667,39.96194444,300,
4235,安华里技校DCSND3,15773,2,516,1,116.3991667,39.96194444,300,
4245,安华桥NG1,1031,26,34,1,116.3869444,39.96972222,50,
4245,安华桥NG2,1032,16,24,1,116.3869444,39.96972222,190,
4245,安华桥NG3,1033,18,28,1,116.3869444,39.96972222,260,
4245,安华桥DCSND1,10471,46,532,1,116.3869444,39.96972222,50,
4245,安华桥DCSND2,10472,24,515,1,116.3869444,39.96972222,190,
4245,安华桥DCSND3,10473,30,523,1,116.3869444,39.96972222,260,
4245,安华桥西北GNG1,52094,31,28,1,116.388001,39.968001,40,
4245,安华桥西北GNG3,52096,48,37,1,116.388001,39.968001,310,
4245,安华桥西北GDCSND1,15264,48,519,1,116.388001,39.968001,40,
4245,安华桥西北GDCSND3,15266,12,526,1,116.388001,39.968001,310,
4245,安华桥西南NG1,5724,63,40,1,116.387621,39.965536,65,
4245,安华桥西南NG2,5725,17,23,1,116.387621,39.965536,170,
4245,安华桥西南NG3,5726,27,29,1,116.387621,39.965536,300,
4245,安华桥西南DCSND1,11901,14,521,1,116.387621,39.965536,65,
4245,安华桥西南DCSND2,11902,47,514,1,116.387621,39.965536,170,
4245,安华桥西南DCSND3,11903,11,530,1,116.387621,39.965536,300,
4235,安华西里NG1,5235,61,33,1,116.393531,39.963874,60,
4235,安华西里NG2,5236,47,36,1,116.393531,39.963874,180,
4235,安华西里NG3,5237,33,38,1,116.393531,39.963874,300,
4412,安徽大厦NG1,54447,42,29,1,116.4101968,39.98700231,45,
4412,安徽大厦NG2,54448,25,36,1,116.4101968,39.98700231,150,
4412,安徽大厦NG3,54449,28,27,1,116.4101968,39.98700231,310,
4412,安徽大厦DCSND1,15637,51,521,1,116.4101968,39.98700231,45,
4412,安徽大厦DCSND2,15638,54,534,1,116.4101968,39.98700231,150,
4412,安徽大厦DCSND3,15639,22,514,1,116.4101968,39.98700231,310,
4403,安慧北里NG1,1983,22,29,1,116.4052778,39.99694444,90,
4403,安慧北里NG2,1984,47,20,1,116.4052778,39.99694444,180,
4403,安慧北里NG3,1985,40,36,1,116.4052778,39.99694444,300,
4403,安慧北里DCSND1,10431,23,531,1,116.4052778,39.99694444,90,
4403,安慧北里DCSND2,10432,15,536,1,116.4052778,39.99694444,180,
4403,安慧北里DCSND3,10433,33,517,1,116.4052778,39.99694444,300,
4403,安慧北里安园NG1,52357,12,32,1,116.40505,39.9978,60,
4207,昌平燕子口NG0,620,19,21,0,116.1970556,40.31105556,0,
4403,安慧北里安园NG2,52358,57,34,1,116.40505,39.9978,180,
4403,安慧北里安园NG3,52359,53,25,1,116.40505,39.9978,300,
4403,安慧北里安园DCSND1,15451,52,521,1,116.40505,39.9978,60,
4403,安慧北里安园DCSND2,15452,31,513,1,116.40505,39.9978,180,
4403,安慧北里安园DCSND3,15453,46,525,1,116.40505,39.9978,300,
4216,安慧里NG1,1155,31,33,1,116.402501,39.99305556,70,
4216,安慧里NG2,1156,28,22,1,116.402501,39.99305556,150,
4216,安慧里NG3,1157,29,37,1,116.402501,39.99305556,300,
4216,安慧里DCSND1,10344,33,515,1,116.402501,39.99305556,75,
4216,安慧里DCSND2,10345,12,512,1,116.402501,39.99305556,150,
4216,安慧里DCSND3,10346,25,535,1,116.402501,39.99305556,295,
4412,安慧桥东北NG1,5424,36,38,1,116.4033333,39.98777778,120,
4412,安慧桥东北NG2,5425,43,23,1,116.4033333,39.98777778,220,
4412,安慧桥东北NG3,5426,20,36,1,116.4033333,39.98777778,320,
4412,安慧桥东北DCSND1,10397,18,518,1,116.4033333,39.98777778,120,
4412,安慧桥东北DCSND2,10398,57,528,1,116.4033333,39.98777778,220,
4412,安慧桥东北DCSND3,10399,31,522,1,116.4033333,39.98777778,330,
4349,安乐林路NG1,1447,31,37,1,116.40468,39.86013,80,
4349,安乐林路NG2,1448,56,31,1,116.40468,39.86013,200,
4349,安乐林路NG3,1449,16,28,1,116.40468,39.86013,330,
4349,安乐林路NG4,54736,15,1010,1,116.40468,39.86013,260,
4349,安乐林路DCSND1,13014,57,518,1,116.40468,39.86013,80,
4349,安乐林路DCSND2,13015,19,531,1,116.40468,39.86013,200,
4349,安乐林路DCSND3,13016,55,536,1,116.40468,39.86013,330,
4224,安立花园NG1,5487,59,38,1,116.402492,40.002558,60,
4224,安立花园NG2,5488,24,33,1,116.402492,40.002558,250,
4224,安立花园NG3,5489,37,21,1,116.402492,40.002558,325,
4224,安立花园DCSND1,11004,21,519,1,116.402492,40.002558,60,
4224,安立花园DCSND2,11005,33,536,1,116.402492,40.002558,250,
4224,安立花园DCSND3,11006,37,534,1,116.402492,40.002558,310,
4346,安外地坛NG1,1465,42,31,1,116.4008333,39.95305556,30,
4346,安外地坛NG2,1466,26,40,1,116.4008333,39.95305556,180,
4346,安外地坛NG3,1467,26,23,1,116.4008333,39.95305556,280,
4346,安外地坛DCSND1,10441,53,536,1,116.4008333,39.95305556,60,
4346,安外地坛DCSND2,10442,60,512,1,116.4008333,39.95305556,180,
4412,安苑北里NG1,1456,40,34,1,116.4055556,39.98666667,75,
4412,安苑北里NG2,1457,42,40,1,116.4055556,39.98666667,215,
4412,安苑北里NG3,1458,11,30,1,116.4055556,39.98666667,300,
4412,安苑北里DCSND1,10387,51,531,1,116.4055556,39.98666667,75,
4412,安苑北里DCSND2,10388,54,512,1,116.4055556,39.98666667,215,
4412,安苑北里DCSND3,10389,56,520,1,116.4055556,39.98666667,300,
4412,安苑路西口NG1,5140,39,38,1,116.4016667,39.98138889,60,
4412,安苑路西口NG2,5141,11,21,1,116.4016667,39.98138889,180,
4412,安苑路西口NG3,5142,46,32,1,116.4016667,39.98138889,300,
4412,安苑路西口DCSND1,10394,19,525,1,116.4016667,39.98138889,60,
4412,安苑路西口DCSND2,10395,61,523,1,116.4016667,39.98138889,180,
4412,安苑路西口DCSND3,10396,13,531,1,116.4016667,39.98138889,300,
4411,安贞大厦NG1,7651,10,21,1,116.402701,39.967081,60,
4411,安贞大厦NG2,7652,20,32,1,116.402701,39.967081,180,
4411,安贞大厦NG3,7653,19,34,1,116.402701,39.967081,300,
4411,安贞大厦DCSND1,11321,63,518,1,116.402701,39.967081,60,
4411,安贞大厦DCSND2,11322,54,530,1,116.402701,39.967081,180,
4411,安贞大厦DCSND3,11323,52,528,1,116.402701,39.967081,300,
4245,安贞路南口NG1,5389,9,33,1,116.395001,39.97027778,65,
4245,安贞路南口NG2,5390,16,21,1,116.395001,39.97027778,160,
4245,安贞路南口NG3,5391,56,30,1,116.395001,39.97027778,290,
4245,安贞路南口DCSND1,10481,13,525,1,116.395001,39.97027778,60,
4245,安贞路南口DCSND2,10482,9,532,1,116.395001,39.97027778,170,
4245,安贞路南口DCSND3,10483,18,522,1,116.395001,39.97027778,300,
4411,安贞桥NG1,1726,30,32,1,116.4055556,39.96722222,60,
4411,安贞桥NG2,1727,61,27,1,116.4055556,39.96722222,180,
4411,安贞桥NG3,1728,20,23,1,116.4055556,39.96722222,290,
4411,安贞桥内GNG1,52097,48,27,1,116.4007222,39.968501,20,
4411,安贞桥内GNG2,52098,11,36,1,116.4007222,39.968501,255,
4411,安贞桥内GNG3,52099,47,31,1,116.4007222,39.968501,305,
4411,安贞桥内GDCSND1,15267,59,533,1,116.4007222,39.968501,20,
4411,安贞桥内GDCSND2,15268,29,512,1,116.4007222,39.968501,255,
4411,安贞桥内GDCSND3,15269,34,520,1,116.4007222,39.968501,305,
4245,安贞西里NG1,1500,34,29,1,116.3972222,39.97361111,75,
4245,安贞西里NG2,1501,24,38,1,116.3972222,39.97361111,160,
4245,安贞西里NG3,1502,53,23,1,116.3972222,39.97361111,250,
4245,安贞西里DCSND1,10271,13,515,1,116.3972222,39.97361111,75,
4245,安贞西里DCSND2,10272,35,517,1,116.3972222,39.97361111,160,
4245,安贞西里DCSND3,10273,35,528,1,116.3972222,39.97361111,250,
4245,安贞西里二区NG1,52844,26,36,1,116.3902778,39.97361111,120,
4245,安贞西里二区NG2,52845,26,27,1,116.3902778,39.97361111,160,
4245,安贞西里二区DCSND1,12107,52,530,1,116.3902778,39.97361111,120,
4245,安贞西里二区DCSND2,12108,59,518,1,116.3902778,39.97361111,160,
4245,安贞西里二区DCSND3,12109,16,533,1,116.3902778,39.97361111,30,
4287,鞍钢玉蜓宾馆NG1,1909,20,22,1,116.4118,39.86922,55,
4287,鞍钢玉蜓宾馆NG2,1910,25,32,1,116.4118,39.86922,130,
4287,鞍钢玉蜓宾馆NG3,1911,31,20,1,116.4118,39.86922,245,
4287,鞍钢玉蜓宾馆NG4,52286,23,39,1,116.4118,39.86922,60,
4287,鞍钢玉蜓宾馆DCSND1,10324,10,536,1,116.4118,39.86922,320,
4287,鞍钢玉蜓宾馆DCSND2,10325,42,526,1,116.4118,39.86922,190,
4287,鞍钢玉蜓宾馆DCSND3,10326,59,528,1,116.4118,39.86922,245,
4416,奥体西门GNG1,51071,51,28,1,116.3887861,39.98080833,130,
4416,奥体西门GNG2,51072,13,36,1,116.3887861,39.98080833,220,
4264,怀柔长岭沟门村NG0,1050,53,20,0,116.5970278,40.60336111,0,
4416,奥体西门GNG3,51073,19,39,1,116.3887861,39.98080833,330,
4416,奥体西门GDCSND1,14694,26,534,1,116.3887861,39.98080833,130,
4416,奥体西门GDCSND2,14695,56,517,1,116.3887861,39.98080833,220,
4416,奥体西门GDCSND3,14696,57,530,1,116.3887861,39.98080833,330,
4416,奥运奥体馆NG2,54318,63,26,1,116.3934764,39.98485848,210,
4438,奥运北工大南侧NG1,54294,18,39,1,116.4776667,39.87116667,60,
4438,奥运北工大南侧NG2,54295,17,23,1,116.4776667,39.87116667,130,
4438,奥运北工大南侧NG3,54296,28,28,1,116.4776667,39.87116667,250,
4414,奥运村西南GNG1,51494,42,24,1,116.369102,40.006504,60,
4414,奥运村西南GNG2,51495,43,36,1,116.369102,40.006504,180,
4414,奥运村西南GNG3,51496,37,38,1,116.369102,40.006504,300,
4414,奥运村西南GDCSND1,14697,10,517,1,116.369102,40.006504,60,
4414,奥运村西南GDCSND2,14698,48,530,1,116.369102,40.006504,180,
4414,奥运村西南GDCSND3,14699,58,527,1,116.369102,40.006504,300,
4399,奥运工体场北门NG1,54404,53,23,1,116.441341,39.930052,30,
4399,奥运工体场北门DCSND3,14223,29,520,1,116.441341,39.930052,348,
4399,奥运工体场东门NG1,54407,32,21,1,116.441836,39.929725,100,
4399,奥运工体场东门DCSND1,14224,8,525,1,116.441836,39.929725,100,
4264,怀柔超梁子村NG0,1070,2,40,0,116.544472,40.724833,0,
4210,奥运国家馆NG2,54345,32,38,1,116.3832778,39.995751,150,
4210,奥运国家馆NG3,54346,17,35,1,116.3832778,39.995751,220,
4210,奥运国家馆DCSND2,14158,50,529,1,116.3832778,39.995751,150,
4210,奥运国家馆DCSND3,14159,41,516,1,116.3832778,39.995751,220,
4494,奥运青年营NG1,58687,54,31,1,116.299161,40.001561,30,
4494,奥运青年营NG2,58688,57,37,1,116.299161,40.001561,120,
4494,奥运青年营NG3,58689,29,34,1,116.299161,40.001561,240,
4376,奥运森林公园东北NG1,52084,14,40,1,116.390571,40.027291,60,
4376,奥运森林公园东北NG2,52085,51,24,1,116.390571,40.027291,180,
4376,奥运森林公园东北NG3,52086,33,34,1,116.390571,40.027291,250,
4376,奥运森林公园东北DCSND1,15254,26,512,1,116.390571,40.027291,60,
4376,奥运森林公园东北DCSND2,15255,23,529,1,116.390571,40.027291,180,
4376,奥运森林公园东北DCSND3,15256,33,534,1,116.390571,40.027291,300,
4376,奥运森林公园东南NG1,52081,14,33,1,116.394021,40.014471,60,
4376,奥运森林公园东南NG2,52082,18,37,1,116.394021,40.014471,180,
4376,奥运森林公园东南NG3,52083,60,39,1,116.394021,40.014471,300,
4376,奥运森林公园东南DCSND1,15251,16,513,1,116.394021,40.014471,60,
4376,奥运森林公园东南DCSND2,15252,23,535,1,116.394021,40.014471,180,
4376,奥运森林公园东南DCSND3,15253,9,525,1,116.394021,40.014471,300,
4376,奥运森林公园西北NG1,52087,21,27,1,116.369441,40.027291,60,
4376,奥运森林公园西北NG2,52088,28,38,1,116.369441,40.027291,180,
4376,奥运森林公园西北NG3,52089,21,21,1,116.369441,40.027291,300,
4376,奥运森林公园西北DCSND1,15257,19,526,1,116.369441,40.027291,60,
4376,奥运森林公园西北DCSND2,15258,30,530,1,116.369441,40.027291,180,
4376,奥运森林公园西北DCSND3,15259,21,528,1,116.369441,40.027291,300,
4376,奥运森林公园西南NG1,52091,14,28,1,116.377241,40.012291,60,
4376,奥运森林公园西南NG2,52092,56,31,1,116.377241,40.012291,180,
4258,怀柔胡营村NG0,1100,0,25,0,116.571306,40.968306,0,
4376,奥运森林公园西南NG3,52093,41,37,1,116.377241,40.012291,300,
4376,奥运森林公园西南DCSND1,15261,58,533,1,116.377241,40.012291,60,
4376,奥运森林公园西南DCSND2,15262,12,529,1,116.377241,40.012291,180,
4376,奥运森林公园西南DCSND3,15263,25,524,1,116.377241,40.012291,300,
4274,奥运顺义水上动水赛场NG1,53961,39,38,1,116.6817778,40.17213889,30,
4274,奥运顺义水上动水赛场NG2,53962,41,35,1,116.6817778,40.17213889,170,
4274,奥运顺义水上动水赛场DCSND1,13854,14,523,1,116.6817778,40.17213889,30,
4274,奥运顺义水上动水赛场DCSND2,13855,49,520,1,116.6817778,40.17213889,170,
4264,怀柔双文铺村NG0,1110,58,35,0,116.6766389,40.65241667,0,
4274,奥运顺义水上静水赛道北侧NG1,53947,8,34,1,116.6884722,40.19116667,20,
4274,奥运顺义水上静水赛道北侧NG2,53948,36,31,1,116.6884722,40.19116667,170,
4274,奥运顺义水上静水赛道北侧NG3,53949,32,27,1,116.6884722,40.19116667,220,
4274,奥运顺义水上静水赛道北侧DCSND2,13842,44,528,1,116.6884722,40.19116667,170,
4274,奥运顺义水上静水赛道南侧NG1,53954,37,35,1,116.6892222,40.17180556,30,
4274,奥运顺义水上静水赛道南侧NG2,53955,6,23,1,116.6892222,40.17180556,150,
4274,奥运顺义水上静水赛道南侧NG3,53956,47,25,1,116.6892222,40.17180556,220,
4274,奥运顺义水上静水赛道南侧DCSND1,13847,41,526,1,116.6892222,40.17180556,30,
4274,奥运顺义水上静水赛道南侧DCSND2,13848,0,531,1,116.6892222,40.17180556,150,
4274,奥运顺义水上静水赛道南侧DCSND3,13849,3,524,1,116.6892222,40.17180556,220,
4376,奥运网球中心二号场NG1,54157,52,27,1,116.3732778,40.01911111,120,
4376,奥运网球中心二号场NG2,54158,31,20,1,116.3732778,40.01911111,220,
4376,奥运网球中心二号场NG3,54159,53,24,1,116.3732778,40.01911111,290,
4376,奥运网球中心二号场DCSND2,14038,16,512,1,116.3732778,40.01911111,220,
4376,奥运网球中心二号场DCSND3,14039,16,521,1,116.3732778,40.01911111,290,
4210,奥运演播塔东南NG2,51948,15,29,1,116.3914056,39.99620833,120,
4210,奥运演播塔东南DCSND2,15188,31,520,1,116.3914056,39.99620833,120,
4210,奥运演播塔南DCSND2,15192,28,522,1,116.3914056,39.99620833,180,
4416,奥运英东游泳馆西NG2,54278,33,37,1,116.3960833,39.984751,240,
4379,八达岭NG1,6107,62,36,1,116.002028,40.355806,0,
4379,八达岭NG2,6108,60,39,1,116.002028,40.355806,100,
4379,八达岭NG3,6109,32,29,1,116.002028,40.355806,270,
4379,八达岭DCSND1,30927,23,518,1,116.002028,40.355806,0,
4379,八达岭DCSND2,30928,40,525,1,116.002028,40.355806,100,
4379,八达岭DCSND3,30929,62,532,1,116.002028,40.355806,270,
4379,八达岭林场NG1,8357,26,40,1,116.018833,40.346083,60,
4379,八达岭林场NG2,8358,35,37,1,116.018833,40.346083,170,
4379,八达岭林场NG3,8359,47,30,1,116.018833,40.346083,295,
4379,八达岭林场DCSND1,32924,17,523,1,116.018833,40.346083,70,
4379,八达岭林场DCSND2,32925,51,512,1,116.018833,40.346083,175,
4379,八达岭林场DCSND3,32926,57,534,1,116.018833,40.346083,300,
4379,八达岭隧道处NG1,6407,42,39,1,115.980528,40.351778,10,
4379,八达岭隧道处NG2,6408,59,36,1,115.980528,40.351778,130,
4379,八达岭隧道处NG3,6409,11,31,1,115.980528,40.351778,150,
4379,八达岭熊乐园NG1,8361,49,28,1,116.013333,40.355861,30,
4379,八达岭熊乐园NG2,8362,9,20,1,116.013333,40.355861,130,
4379,八达岭熊乐园NG3,8363,21,33,1,116.013333,40.355861,310,
4379,八达岭野生动物园NG1,56101,45,37,1,115.994944,40.345972,350,
4379,八达岭野生动物园NG2,56102,44,34,1,115.994944,40.345972,110,
4379,八达岭野生动物园NG3,56103,49,23,1,115.994944,40.345972,210,
4379,八达岭镇NG1,6411,34,21,1,115.971333,40.360111,65,
4379,八达岭镇NG2,6412,41,35,1,115.971333,40.360111,190,
4379,八达岭镇NG3,6413,10,28,1,115.971333,40.360111,310,
4379,八达岭镇DCSND1,31204,50,515,1,115.971333,40.360111,80,
4379,八达岭镇DCSND2,31205,35,536,1,115.971333,40.360111,185,
4379,八达岭镇DCSND3,31206,47,524,1,115.971333,40.360111,305,
4256,八里庄南里NG1,1232,8,36,1,116.49494,39.91917,50,
4256,八里庄南里NG2,1233,8,20,1,116.49494,39.91917,130,
4256,八里庄南里NG3,1234,50,25,1,116.49494,39.91917,210,
4256,八里庄南里DCSND1,14047,50,516,1,116.49494,39.91917,60,
4256,八里庄南里DCSND2,14048,23,531,1,116.49494,39.91917,180,
4256,八里庄南里DCSND3,14049,55,536,1,116.49494,39.91917,310,
4285,八里庄亿客隆NG1,7324,25,36,1,116.490175,39.92722778,80,
4285,八里庄亿客隆NG2,7325,54,22,1,116.490175,39.92722778,220,
4285,八里庄亿客隆NG3,7326,55,29,1,116.490175,39.92722778,320,
4285,八里庄亿客隆DCSND1,11091,48,533,1,116.490175,39.92722778,80,
4285,八里庄亿客隆DCSND2,11092,42,517,1,116.490175,39.92722778,220,
4285,八里庄亿客隆DCSND3,11093,32,529,1,116.490175,39.92722778,320,
4350,八王坟客运NG1,51157,54,20,1,116.47305,39.90222,60,
4350,八王坟客运NG2,51158,12,30,1,116.47305,39.90222,210,
4350,八王坟客运NG3,51159,55,32,1,116.47305,39.90222,270,
4350,八王坟客运DCSND1,12894,55,533,1,116.47305,39.90222,60,
4350,八王坟客运DCSND2,12895,51,517,1,116.47305,39.90222,210,
4350,八王坟客运DCSND3,12896,49,530,1,116.47305,39.90222,270,
4390,拔萃双语学院NG1,50784,54,34,1,116.531591,39.948411,70,
4390,拔萃双语学院NG2,50785,44,20,1,116.531591,39.948411,180,
4390,拔萃双语学院NG3,50786,54,40,1,116.531591,39.948411,295,
4390,拔萃双语学院DCSND1,14491,54,520,1,116.531591,39.948411,75,
4390,拔萃双语学院DCSND2,14492,57,536,1,116.531591,39.948411,180,
4390,拔萃双语学院DCSND3,14493,25,515,1,116.531591,39.948411,300,
4234,白帆俱乐部NG1,5504,42,35,1,116.588569,40.012741,50,
4234,白帆俱乐部NG2,5505,34,39,1,116.588569,40.012741,170,
4234,白帆俱乐部NG3,5506,50,21,1,116.588569,40.012741,300,
4248,白家庄北里NG1,5095,62,25,1,116.451051,39.930171,60,
4248,白家庄北里NG2,5096,55,36,1,116.451051,39.930171,180,
4248,白家庄北里NG3,5097,33,22,1,116.451051,39.930171,300,
4248,白家庄北里DCSND1,10531,24,521,1,116.451051,39.930171,60,
4248,白家庄北里DCSND2,10532,45,528,1,116.451051,39.930171,180,
4258,怀柔温栅子村NG0,1190,3,38,0,116.3639167,40.90147222,0,
4248,白家庄北里DCSND3,10533,29,524,1,116.451051,39.930171,300,
4328,白龙潭NG1,1299,1,36,1,117.061191,40.484381,45,
4328,白龙潭NG2,1300,1,28,1,117.061191,40.484381,255,
4425,白鹿收费站NG1,7634,63,35,1,116.5732417,39.86505833,60,
4425,白鹿收费站NG2,7635,54,29,1,116.5732417,39.86505833,180,
4425,白鹿收费站NG3,7636,6,27,1,116.5732417,39.86505833,280,
4425,白鹿收费站DCSND1,13017,42,530,1,116.5732417,39.86505833,60,
4425,白鹿收费站DCSND2,13018,39,536,1,116.5732417,39.86505833,180,
4425,白鹿收费站DCSND3,13019,35,534,1,116.5732417,39.86505833,350,
4423,白庙东侧NG1,5348,59,21,1,116.4302778,39.98916667,60,
4423,白庙东侧NG2,5349,54,26,1,116.4302778,39.98916667,180,
4423,白庙东侧NG3,5350,17,31,1,116.4302778,39.98916667,300,
4423,白庙东侧DCSND1,10657,43,516,1,116.4302778,39.98916667,60,
4423,白庙东侧DCSND2,10658,36,519,1,116.4302778,39.98916667,180,
4423,白庙东侧DCSND3,10659,24,523,1,116.4302778,39.98916667,300,
4281,白庙收费站NG1,5597,57,38,1,116.7679722,39.94008333,60,
4281,白庙收费站NG2,5598,32,25,1,116.7679722,39.94008333,180,
4281,白庙收费站NG3,5599,23,36,1,116.7679722,39.94008333,300,
4349,百荣商城北侧NG1,50177,8,40,1,116.3918611,39.86038889,60,
4349,百荣商城北侧NG2,50178,35,33,1,116.3918611,39.86038889,180,
4349,百荣商城北侧NG3,50179,44,22,1,116.3918611,39.86038889,300,
4349,百荣商城北侧DCSND1,19634,27,532,1,116.3918611,39.86038889,60,
4349,百荣商城北侧DCSND2,19635,15,534,1,116.3918611,39.86038889,180,
4349,百荣商城北侧DCSND3,19636,10,524,1,116.3918611,39.86038889,300,
4349,百荣商城南侧NG1,50174,58,23,1,116.3915889,39.85833889,60,
4349,百荣商城南侧NG2,50175,44,38,1,116.3915889,39.85833889,180,
4349,百荣商城南侧NG3,50176,34,27,1,116.3915889,39.85833889,300,
4349,百荣商城南侧DCSND1,19631,22,528,1,116.3915889,39.85833889,60,
4349,百荣商城南侧DCSND2,19632,53,519,1,116.3915889,39.85833889,180,
4349,百荣商城南侧DCSND3,19633,36,515,1,116.3915889,39.85833889,300,
4366,百善NG1,3247,22,24,1,116.311774,40.168686,60,
4366,百善NG2,3248,54,20,1,116.311774,40.168686,120,
4366,百善NG3,3249,42,34,1,116.311774,40.168686,250,
4366,百善DCSND1,32061,39,525,1,116.311774,40.168686,40,
4360,百子湾NG1,5827,10,27,1,116.5064306,39.87404722,60,
4360,百子湾NG2,5828,45,33,1,116.5064306,39.87404722,180,
4360,百子湾NG3,5829,24,38,1,116.5064306,39.87404722,300,
4360,百子湾DCSND1,13097,29,524,1,116.5064306,39.87404722,75,
